Time,CloudCover (In %),Direct_radiation (W/m²),Humidity (%H),Precipitaion (mm),SolarGeneration (MW),Surface_Pressure (hPa),Temperature (°C),ThermalGeneration (GW),Energy_Demand (GW),WindGeneration (MW),WindSpeed (km/h),USD_EGP_FX (EGP),Air_Density,BRENT_Crude_Oil_USD ($)
11/21/2022 6:00,13%,302 W/m²,69 %H,0 mm,1.05 GW,1014 hPa,16.2 °C,5.57 GW,6.63 GW,0 MW,7.40 km/h,24.5 EGP,1.22,$88.50 
11/21/2022 6:15,10%,710 W/m²,69 %H,0 mm,2.47 GW,1014 hPa,18 °C,3.64 GW,6.10 GW,0 MW,4.90 km/h,24.5 EGP,1.21,$88.50 
11/21/2022 6:30,9%,567 W/m²,57 %H,0 mm,1.96 GW,1014 hPa,19.2 °C,4.14 GW,6.11 GW,0 MW,4.40 km/h,24.5 EGP,1.21,$88.50 
11/21/2022 6:45,9%,519 W/m²,65 %H,0 mm,1.80 GW,1014 hPa,18.9 °C,4.35 GW,6.15 GW,0 MW,5.70 km/h,24.5 EGP,1.21,$88.60 
11/21/2022 7:00,0%,716 W/m²,53 %H,0 mm,2.47 GW,1015 hPa,20 °C,4.08 GW,6.55 GW,0 MW,3.10 km/h,24.5 EGP,1.21,$88.40 
11/21/2022 7:15,0%,831 W/m²,44 %H,0 mm,2.86 GW,1015 hPa,21.3 °C,4.03 GW,6.89 GW,0 MW,3.20 km/h,24.5 EGP,1.2,$88.60 
11/21/2022 7:30,0%,813 W/m²,47 %H,0 mm,2.79 GW,1015 hPa,21.9 °C,4.15 GW,6.94 GW,0 MW,5.10 km/h,24.5 EGP,1.2,$88.50 
11/21/2022 7:45,0%,827 W/m²,46 %H,0 mm,2.85 GW,1015 hPa,20.7 °C,4.14 GW,6.99 GW,0 MW,4.20 km/h,24.5 EGP,1.2,$88.50 
11/21/2022 8:00,0%,836 W/m²,43 %H,0 mm,2.86 GW,1014 hPa,23 °C,4.13 GW,6.99 GW,0 MW,5.70 km/h,24.5 EGP,1.19,$88.60 
11/21/2022 8:15,18%,860 W/m²,42 %H,0 mm,2.94 GW,1014 hPa,23.5 °C,3.94 GW,6.88 GW,0 MW,8.40 km/h,24.5 EGP,1.19,$88.50 
11/21/2022 8:30,17%,879 W/m²,36 %H,0 mm,2.99 GW,1014 hPa,24.4 °C,3.79 GW,6.79 GW,0 MW,5.80 km/h,24.5 EGP,1.19,$88.50 
11/21/2022 8:45,17%,859 W/m²,39 %H,0 mm,2.92 GW,1014 hPa,25.1 °C,3.91 GW,6.83 GW,0 MW,6.70 km/h,24.5 EGP,1.18,$88.50 
11/21/2022 9:00,27%,883 W/m²,34 %H,0 mm,2.90 GW,1014 hPa,25.4 °C,4.35 GW,7.25 GW,0 MW,9.10 km/h,24.5 EGP,1.18,$88.50 
11/21/2022 9:15,22%,881 W/m²,32 %H,0 mm,2.95 GW,1013 hPa,25.6 °C,4.78 GW,7.79 GW,60.5 MW,13.2 km/h,24.5 EGP,1.18,$88.50 
11/21/2022 9:30,20%,880 W/m²,31 %H,0 mm,2.96 GW,1013 hPa,26.4 °C,4.55 GW,7.53 GW,21.3 MW,10.8 km/h,24.5 EGP,1.18,$88.60 
11/21/2022 9:45,27%,880 W/m²,32 %H,0 mm,2.89 GW,1013 hPa,25.5 °C,4.53 GW,7.45 GW,39.8 MW,12.2 km/h,24.5 EGP,1.18,$88.50 
11/21/2022 10:00,18%,880 W/m²,28 %H,0 mm,2.94 GW,1013 hPa,26.9 °C,4.79 GW,7.80 GW,66.5 MW,13.5 km/h,24.5 EGP,1.18,$88.60 
11/21/2022 10:15,20%,863 W/m²,28 %H,0 mm,2.87 GW,1012 hPa,27.6 °C,4.62 GW,7.56 GW,70.7 MW,15 km/h,24.5 EGP,1.17,$88.50 
11/21/2022 10:30,20%,863 W/m²,25 %H,0 mm,2.88 GW,1012 hPa,27.3 °C,4.39 GW,7.33 GW,66.4 MW,13.5 km/h,24.5 EGP,1.17,$88.50 
11/21/2022 10:45,20%,867 W/m²,27 %H,0 mm,2.89 GW,1013 hPa,27.3 °C,4.59 GW,7.55 GW,70.5 MW,13.7 km/h,24.5 EGP,1.17,$88.50 
11/21/2022 11:00,20%,855 W/m²,24 %H,0 mm,2.84 GW,1012 hPa,27.7 °C,5.17 GW,8.10 GW,85.4 MW,15.5 km/h,24.5 EGP,1.17,$88.60 
11/21/2022 11:15,23%,835 W/m²,24 %H,0 mm,2.73 GW,1012 hPa,28 °C,5.15 GW,7.97 GW,85.4 MW,15.5 km/h,24.5 EGP,1.17,$88.50 
11/21/2022 11:30,23%,813 W/m²,24 %H,0 mm,2.66 GW,1012 hPa,27.8 °C,5.44 GW,8.19 GW,85.4 MW,15.5 km/h,24.5 EGP,1.17,$88.50 
11/21/2022 11:45,23%,797 W/m²,24 %H,0 mm,2.61 GW,1012 hPa,27.9 °C,6.07 GW,8.76 GW,85.4 MW,15.5 km/h,24.5 EGP,1.17,$88.40 
11/21/2022 12:00,24%,776 W/m²,23 %H,0 mm,2.52 GW,1012 hPa,28 °C,6.23 GW,8.84 GW,85.4 MW,15.5 km/h,24.5 EGP,1.17,$88.50 
11/21/2022 12:15,25%,732 W/m²,23 %H,0 mm,2.37 GW,1012 hPa,28 °C,6.45 GW,8.89 GW,67.7 MW,14.9 km/h,24.5 EGP,1.17,$88.60 
11/21/2022 12:30,25%,737 W/m²,23 %H,0 mm,2.39 GW,1012 hPa,27.9 °C,6.54 GW,8.99 GW,64.8 MW,14.8 km/h,24.5 EGP,1.17,$88.60 
11/21/2022 12:45,25%,712 W/m²,23 %H,0 mm,2.31 GW,1012 hPa,27.8 °C,6.22 GW,8.59 GW,58.9 MW,14.6 km/h,24.5 EGP,1.17,$88.60 
11/21/2022 13:00,25%,673 W/m²,23 %H,0 mm,2.19 GW,1012 hPa,27.7 °C,6.33 GW,8.58 GW,68.4 MW,13.6 km/h,24.5 EGP,1.17,$88.50 
11/21/2022 13:15,25%,521 W/m²,24 %H,0 mm,1.70 GW,1012 hPa,27.1 °C,6.39 GW,8.15 GW,60.2 MW,13.2 km/h,24.5 EGP,1.17,$88.50 
11/21/2022 13:30,25%,574 W/m²,24 %H,0 mm,1.87 GW,1012 hPa,27.2 °C,6.73 GW,8.66 GW,60.2 MW,13.2 km/h,24.5 EGP,1.17,$88.50 
11/21/2022 13:45,25%,671 W/m²,24 %H,0 mm,2.18 GW,1012 hPa,27.6 °C,6.49 GW,8.72 GW,43.6 MW,12.4 km/h,24.5 EGP,1.17,$88.40 
11/21/2022 14:00,25%,500 W/m²,24 %H,0 mm,1.63 GW,1012 hPa,27 °C,7.46 GW,9.14 GW,43.7 MW,12.4 km/h,24.5 EGP,1.17,$88.60 
11/21/2022 14:15,27%,361 W/m²,25 %H,0 mm,1.18 GW,1012 hPa,25.5 °C,7.79 GW,9.02 GW,52.2 MW,12.8 km/h,24.5 EGP,1.18,$88.50 
11/21/2022 14:30,26%,295 W/m²,26 %H,0 mm,964 MW,1012 hPa,26.5 °C,8.32 GW,9.34 GW,50.0 MW,12.7 km/h,24.5 EGP,1.18,$88.50 
11/21/2022 14:45,26%,212 W/m²,25 %H,0 mm,693 MW,1012 hPa,26.4 °C,7.66 GW,8.41 GW,47.9 MW,12.6 km/h,24.5 EGP,1.18,$88.60 
11/21/2022 15:00,27%,162 W/m²,27 %H,0 mm,533 MW,1012 hPa,25.2 °C,8.55 GW,9.15 GW,60.6 MW,13.2 km/h,24.5 EGP,1.18,$88.50 
11/21/2022 15:15,26%,107 W/m²,28 %H,0 mm,354 MW,1012 hPa,25 °C,7.82 GW,8.24 GW,62.7 MW,13.3 km/h,24.5 EGP,1.18,$88.50 
11/21/2022 15:30,27%,75 W/m²,29 %H,0 mm,248 MW,1012 hPa,24.4 °C,8.69 GW,9.00 GW,62.8 MW,13.3 km/h,24.5 EGP,1.18,$88.60 
11/21/2022 15:45,27%,39 W/m²,31 %H,0 mm,129 MW,1012 hPa,24.3 °C,9.01 GW,9.20 GW,60.8 MW,13.2 km/h,24.5 EGP,1.19,$88.50 
11/21/2022 16:00,25%,0 W/m²,31 %H,0 mm,0 MW,1012 hPa,23.6 °C,9.11 GW,9.17 GW,63.0 MW,13.3 km/h,24.5 EGP,1.19,$88.50 
11/21/2022 16:15,27%,0 W/m²,33 %H,0 mm,0 MW,1013 hPa,23.1 °C,9.11 GW,9.18 GW,69.4 MW,13.6 km/h,24.5 EGP,1.19,$88.50 
11/21/2022 16:30,26%,0 W/m²,34 %H,0 mm,0 MW,1013 hPa,22.9 °C,8.43 GW,8.50 GW,65.8 MW,14.8 km/h,24.5 EGP,1.19,$88.50 
11/21/2022 16:45,27%,0 W/m²,32 %H,0 mm,0 MW,1013 hPa,22.8 °C,8.23 GW,8.30 GW,68.8 MW,14.9 km/h,24.5 EGP,1.19,$88.50 
11/21/2022 17:00,27%,0 W/m²,34 %H,0 mm,0 MW,1013 hPa,22.3 °C,8.80 GW,8.89 GW,83.9 MW,15.4 km/h,24.5 EGP,1.19,$88.50 
11/21/2022 17:15,26%,0 W/m²,36 %H,0 mm,0 MW,1013 hPa,22.2 °C,8.79 GW,8.90 GW,111 MW,16.3 km/h,24.5 EGP,1.19,$88.60 
11/21/2022 17:30,27%,0 W/m²,35 %H,0 mm,0 MW,1013 hPa,21.4 °C,8.20 GW,8.31 GW,117 MW,16.5 km/h,24.5 EGP,1.2,$88.40 
11/21/2022 17:45,27%,0 W/m²,36 %H,0 mm,0 MW,1013 hPa,21.3 °C,8.19 GW,8.32 GW,126 MW,16.8 km/h,24.5 EGP,1.2,$88.50 
11/21/2022 18:00,25%,0 W/m²,37 %H,0 mm,0 MW,1013 hPa,21.2 °C,8.02 GW,8.16 GW,135 MW,17.1 km/h,24.5 EGP,1.2,$88.60 
11/21/2022 18:15,25%,0 W/m²,40 %H,0 mm,0 MW,1013 hPa,20.9 °C,8.31 GW,8.47 GW,154 MW,17.7 km/h,24.5 EGP,1.2,$88.60 
11/21/2022 18:30,25%,0 W/m²,38 %H,0 mm,0 MW,1013 hPa,20.7 °C,8.15 GW,8.29 GW,138 MW,18.2 km/h,24.5 EGP,1.2,$88.50 
11/21/2022 18:45,25%,0 W/m²,39 %H,0 mm,0 MW,1013 hPa,20.9 °C,8.55 GW,8.70 GW,142 MW,17.3 km/h,24.5 EGP,1.2,$88.50 
11/21/2022 19:00,25%,0 W/m²,41 %H,0 mm,0 MW,1013 hPa,20.5 °C,8.40 GW,8.55 GW,158 MW,18.7 km/h,24.5 EGP,1.2,$88.50 
11/21/2022 19:15,23%,0 W/m²,42 %H,0 mm,0 MW,1013 hPa,20.2 °C,7.76 GW,7.94 GW,177 MW,19.2 km/h,24.5 EGP,1.2,$88.50 
11/21/2022 19:30,23%,0 W/m²,43 %H,0 mm,0 MW,1013 hPa,19.8 °C,7.38 GW,7.59 GW,209 MW,20 km/h,24.5 EGP,1.2,$88.50 
11/21/2022 19:45,25%,0 W/m²,49 %H,0 mm,0 MW,1014 hPa,19.5 °C,7.89 GW,8.05 GW,158 MW,18.7 km/h,24.5 EGP,1.21,$88.50 
11/21/2022 20:00,22%,0 W/m²,49 %H,0 mm,0 MW,1014 hPa,19.5 °C,7.89 GW,8.12 GW,225 MW,20.4 km/h,24.5 EGP,1.21,$88.60 
11/21/2022 20:15,22%,0 W/m²,52 %H,0 mm,0 MW,1014 hPa,18.9 °C,8.17 GW,8.40 GW,232 MW,20.6 km/h,24.5 EGP,1.21,$88.50 
11/21/2022 20:30,22%,0 W/m²,56 %H,0 mm,0 MW,1014 hPa,18.7 °C,7.20 GW,7.44 GW,238 MW,20.8 km/h,24.5 EGP,1.21,$88.50 
11/21/2022 20:45,22%,0 W/m²,56 %H,0 mm,0 MW,1014 hPa,18.8 °C,7.69 GW,7.93 GW,234 MW,20.7 km/h,24.5 EGP,1.21,$88.50 
11/21/2022 21:00,21%,0 W/m²,62 %H,0 mm,0 MW,1014 hPa,18.5 °C,7.05 GW,7.29 GW,235 MW,20.8 km/h,24.5 EGP,1.21,$88.60 
11/21/2022 21:15,24%,0 W/m²,70 %H,0 mm,0 MW,1014 hPa,18.2 °C,7.03 GW,7.27 GW,232 MW,20.8 km/h,24.5 EGP,1.21,$88.60 
11/21/2022 21:30,22%,0 W/m²,76 %H,0 mm,0 MW,1014 hPa,18.3 °C,6.83 GW,7.06 GW,233 MW,20.9 km/h,24.5 EGP,1.21,$88.60 
11/21/2022 21:45,23%,0 W/m²,68 %H,0 mm,0 MW,1014 hPa,18.4 °C,6.63 GW,6.86 GW,233 MW,20.8 km/h,24.5 EGP,1.21,$88.40 
11/21/2022 22:00,25%,0 W/m²,77 %H,0 mm,0 MW,1014 hPa,17.7 °C,6.59 GW,6.82 GW,236 MW,21 km/h,24.5 EGP,1.21,$88.60 
11/21/2022 22:15,23%,0 W/m²,79 %H,0 mm,0 MW,1014 hPa,17.3 °C,6.84 GW,7.02 GW,176 MW,19.4 km/h,24.5 EGP,1.22,$88.50 
11/21/2022 22:30,23%,0 W/m²,83 %H,0 mm,0 MW,1014 hPa,17.3 °C,6.69 GW,6.86 GW,171 MW,19.3 km/h,24.5 EGP,1.22,$88.50 
11/21/2022 22:45,25%,0 W/m²,84 %H,0 mm,0 MW,1014 hPa,17.5 °C,6.57 GW,6.75 GW,181 MW,19.6 km/h,24.6 EGP,1.22,$88.60 
11/21/2022 23:00,22%,0 W/m²,89 %H,0 mm,0 MW,1014 hPa,17.1 °C,6.12 GW,6.27 GW,158 MW,19 km/h,24.5 EGP,1.22,$88.50 
11/21/2022 23:15,23%,0 W/m²,92 %H,0 mm,0 MW,1014 hPa,16.9 °C,6.31 GW,6.44 GW,132 MW,17.3 km/h,24.5 EGP,1.22,$88.60 
11/21/2022 23:30,23%,0 W/m²,93 %H,0 mm,0 MW,1014 hPa,16.7 °C,5.53 GW,5.66 GW,132 MW,17.3 km/h,24.5 EGP,1.22,$88.50 
11/21/2022 23:45,23%,0 W/m²,92 %H,0 mm,0 MW,1014 hPa,16.8 °C,5.53 GW,5.66 GW,137 MW,17.5 km/h,24.6 EGP,1.22,$88.60 
11/22/2022 0:00,23%,0 W/m²,95 %H,0 mm,0 MW,1014 hPa,16.6 °C,5.47 GW,5.60 GW,129 MW,17.2 km/h,24.5 EGP,1.22,$88.70 
11/22/2022 0:15,26%,0 W/m²,97 %H,0 mm,0 MW,1014 hPa,16.5 °C,5.96 GW,6.08 GW,118 MW,16.8 km/h,24.5 EGP,1.22,$88.60 
11/22/2022 0:30,24%,0 W/m²,96 %H,0 mm,0 MW,1014 hPa,16.3 °C,5.60 GW,5.70 GW,107 MW,16.4 km/h,24.5 EGP,1.22,$87.10 
11/22/2022 0:45,26%,0 W/m²,98 %H,0 mm,0 MW,1014 hPa,16.4 °C,6.03 GW,6.11 GW,86.9 MW,15.7 km/h,24.5 EGP,1.22,$87.30 
11/22/2022 1:00,26%,0 W/m²,98 %H,0 mm,0 MW,1013 hPa,16.1 °C,5.87 GW,5.95 GW,80.7 MW,14.4 km/h,24.5 EGP,1.22,$86.90 
11/22/2022 1:15,26%,0 W/m²,98 %H,0 mm,0 MW,1013 hPa,16.1 °C,5.78 GW,5.83 GW,49.3 MW,12.8 km/h,24.5 EGP,1.22,$87.20 
11/22/2022 1:30,26%,0 W/m²,98 %H,0 mm,0 MW,1013 hPa,16.1 °C,5.54 GW,5.61 GW,67.0 MW,13.7 km/h,24.5 EGP,1.22,$87.40 
11/22/2022 1:45,26%,0 W/m²,98 %H,0 mm,0 MW,1013 hPa,16 °C,5.59 GW,5.65 GW,65.0 MW,13.6 km/h,24.5 EGP,1.22,$86.10 
11/22/2022 2:00,26%,0 W/m²,98 %H,0 mm,0 MW,1013 hPa,16 °C,5.73 GW,5.77 GW,45.4 MW,12.6 km/h,24.5 EGP,1.22,$87.90 
11/22/2022 2:15,56%,0 W/m²,99 %H,0 mm,0 MW,1014 hPa,15.9 °C,6.23 GW,6.26 GW,29.7 MW,11.8 km/h,24.5 EGP,1.22,$86.90 
11/22/2022 2:30,41%,0 W/m²,99 %H,0 mm,0 MW,1014 hPa,16 °C,6.32 GW,6.36 GW,39.5 MW,12.3 km/h,24.5 EGP,1.22,$85.90 
11/22/2022 2:45,49%,0 W/m²,99 %H,0 mm,0 MW,1014 hPa,16 °C,5.94 GW,5.97 GW,25.8 MW,11.6 km/h,24.5 EGP,1.22,$87.30 
11/22/2022 3:00,89%,0 W/m²,99 %H,0 mm,0 MW,1014 hPa,15.9 °C,6.10 GW,6.12 GW,23.8 MW,11.5 km/h,24.5 EGP,1.22,$88.60 
11/22/2022 3:15,96%,0 W/m²,99 %H,0 mm,0 MW,1014 hPa,16.1 °C,6.42 GW,6.42 GW,0 MW,9.50 km/h,24.5 EGP,1.22,$88.20 
11/22/2022 3:30,94%,0 W/m²,99 %H,0 mm,0 MW,1014 hPa,16.2 °C,6.53 GW,6.55 GW,19.9 MW,11.3 km/h,24.5 EGP,1.22,$86.20 
11/22/2022 3:45,99%,0 W/m²,99 %H,0 mm,0 MW,1014 hPa,16.1 °C,6.83 GW,6.84 GW,11.8 MW,10.3 km/h,24.5 EGP,1.22,$88.20 
11/22/2022 4:00,99%,0 W/m²,99 %H,0 mm,0 MW,1014 hPa,16.3 °C,6.31 GW,6.31 GW,0 MW,9.20 km/h,24.5 EGP,1.22,$86.50 
11/22/2022 4:15,99%,26 W/m²,99 %H,0 mm,66.2 MW,1014 hPa,16.5 °C,6.28 GW,6.35 GW,0 MW,7.70 km/h,24.5 EGP,1.22,$87.90 
11/22/2022 4:30,98%,14 W/m²,99 %H,0 mm,35.7 MW,1014 hPa,16.5 °C,6.80 GW,6.84 GW,0 MW,7.50 km/h,24.5 EGP,1.22,$86.30 
11/22/2022 4:45,92%,21 W/m²,99 %H,0 mm,53.5 MW,1014 hPa,16.4 °C,6.54 GW,6.59 GW,0 MW,7.70 km/h,24.5 EGP,1.22,$88.00 
11/22/2022 5:00,90%,35 W/m²,99 %H,0 mm,89.1 MW,1015 hPa,16.6 °C,6.76 GW,6.85 GW,0 MW,6.90 km/h,24.5 EGP,1.22,$86.60 
11/22/2022 5:15,87%,129 W/m²,97 %H,0 mm,328 MW,1015 hPa,16.7 °C,6.83 GW,7.16 GW,0 MW,4.90 km/h,24.5 EGP,1.22,$87.80 
11/22/2022 5:30,87%,159 W/m²,95 %H,0 mm,404 MW,1015 hPa,17.1 °C,6.73 GW,7.13 GW,0 MW,6.70 km/h,24.5 EGP,1.22,$86.00 
11/22/2022 5:45,86%,36 W/m²,99 %H,0 mm,91.6 MW,1015 hPa,16.7 °C,7.06 GW,7.15 GW,0 MW,4.30 km/h,24.5 EGP,1.22,$86.10 
11/22/2022 6:00,84%,227 W/m²,94 %H,0 mm,577 MW,1015 hPa,17.3 °C,6.75 GW,7.33 GW,0 MW,4 km/h,24.5 EGP,1.22,$88.00 
11/22/2022 6:15,78%,353 W/m²,93 %H,0 mm,903 MW,1015 hPa,19.1 °C,6.07 GW,6.98 GW,0 MW,4.60 km/h,24.5 EGP,1.21,$86.10 
11/22/2022 6:30,83%,250 W/m²,84 %H,0 mm,635 MW,1015 hPa,18.1 °C,6.17 GW,6.80 GW,0 MW,4.10 km/h,24.5 EGP,1.21,$87.40 
11/22/2022 6:45,45%,244 W/m²,85 %H,0 mm,750 MW,1015 hPa,18.9 °C,6.09 GW,6.84 GW,0 MW,6.30 km/h,24.5 EGP,1.21,$87.30 
11/22/2022 7:00,40%,368 W/m²,83 %H,0 mm,1.16 GW,1016 hPa,19.4 °C,5.86 GW,7.02 GW,0 MW,7.50 km/h,24.5 EGP,1.21,$86.70 
11/22/2022 7:15,11%,385 W/m²,82 %H,0 mm,1.33 GW,1016 hPa,19.8 °C,5.98 GW,7.34 GW,22.2 MW,11.4 km/h,24.5 EGP,1.21,$86.40 
11/22/2022 7:30,13%,509 W/m²,76 %H,0 mm,1.75 GW,1016 hPa,20.7 °C,5.57 GW,7.33 GW,13.8 MW,10.4 km/h,24.5 EGP,1.2,$88.40 
11/22/2022 7:45,22%,494 W/m²,66 %H,0 mm,1.68 GW,1016 hPa,21.4 °C,5.77 GW,7.45 GW,0 MW,8.70 km/h,24.5 EGP,1.2,$86.00 
11/22/2022 8:00,7%,633 W/m²,63 %H,0 mm,2.17 GW,1016 hPa,21.8 °C,4.95 GW,7.15 GW,22.9 MW,11.4 km/h,24.5 EGP,1.2,$87.10 
11/22/2022 8:15,7%,722 W/m²,51 %H,0 mm,2.48 GW,1016 hPa,22.2 °C,4.94 GW,7.45 GW,35.9 MW,12 km/h,24.5 EGP,1.2,$87.90 
11/22/2022 8:30,5%,823 W/m²,53 %H,0 mm,2.82 GW,1016 hPa,22.8 °C,5.13 GW,7.98 GW,35.7 MW,12 km/h,24.5 EGP,1.2,$87.20 
11/22/2022 8:45,5%,820 W/m²,63 %H,0 mm,2.80 GW,1016 hPa,23.5 °C,4.68 GW,7.52 GW,33.0 MW,11.9 km/h,24.5 EGP,1.19,$86.20 
11/22/2022 9:00,2%,837 W/m²,47 %H,0 mm,2.86 GW,1015 hPa,23.7 °C,5.27 GW,8.18 GW,48.4 MW,12.6 km/h,24.5 EGP,1.19,$88.30 
11/22/2022 9:15,1%,854 W/m²,46 %H,0 mm,2.91 GW,1015 hPa,24.4 °C,5.48 GW,8.45 GW,56.6 MW,14.5 km/h,24.5 EGP,1.19,$88.60 
11/22/2022 9:30,2%,865 W/m²,39 %H,0 mm,2.95 GW,1015 hPa,24.6 °C,5.45 GW,8.48 GW,85.7 MW,14.4 km/h,24.5 EGP,1.19,$88.10 
11/22/2022 9:45,1%,840 W/m²,45 %H,0 mm,2.86 GW,1015 hPa,24.4 °C,5.46 GW,8.40 GW,85.8 MW,14.4 km/h,24.5 EGP,1.19,$87.90 
11/22/2022 10:00,0%,871 W/m²,38 %H,0 mm,2.96 GW,1015 hPa,25.2 °C,5.20 GW,8.22 GW,59.4 MW,14.6 km/h,24.5 EGP,1.18,$87.30 
11/22/2022 10:15,0%,861 W/m²,37 %H,0 mm,2.90 GW,1014 hPa,26 °C,5.45 GW,8.45 GW,97.8 MW,15.9 km/h,24.5 EGP,1.18,$87.70 
11/22/2022 10:30,0%,868 W/m²,37 %H,0 mm,2.94 GW,1014 hPa,25.3 °C,5.93 GW,8.96 GW,89.1 MW,15.6 km/h,24.5 EGP,1.18,$88.00 
11/22/2022 10:45,0%,866 W/m²,38 %H,0 mm,2.93 GW,1014 hPa,25.8 °C,6.13 GW,9.13 GW,83.0 MW,15.4 km/h,24.5 EGP,1.18,$87.70 
11/22/2022 11:00,0%,857 W/m²,34 %H,0 mm,2.89 GW,1014 hPa,26.2 °C,5.12 GW,8.11 GW,107 MW,16.2 km/h,24.5 EGP,1.18,$87.40 
11/22/2022 11:15,0%,830 W/m²,33 %H,0 mm,2.79 GW,1014 hPa,26.3 °C,6.32 GW,9.23 GW,118 MW,16.6 km/h,24.5 EGP,1.18,$87.10 
11/22/2022 11:30,0%,816 W/m²,34 %H,0 mm,2.75 GW,1014 hPa,26.2 °C,5.42 GW,8.30 GW,136 MW,17.2 km/h,24.5 EGP,1.18,$86.20 
11/22/2022 11:45,0%,855 W/m²,33 %H,0 mm,2.88 GW,1014 hPa,26.2 °C,5.45 GW,8.45 GW,118 MW,16.6 km/h,24.5 EGP,1.18,$87.20 
11/22/2022 12:00,0%,816 W/m²,32 %H,0 mm,2.74 GW,1014 hPa,26.6 °C,6.34 GW,9.21 GW,139 MW,17.3 km/h,24.5 EGP,1.18,$87.40 
11/22/2022 12:15,0%,807 W/m²,32 %H,0 mm,2.71 GW,1014 hPa,26.5 °C,5.62 GW,8.47 GW,148 MW,17.6 km/h,24.5 EGP,1.18,$88.20 
11/22/2022 12:30,0%,813 W/m²,32 %H,0 mm,2.73 GW,1013 hPa,26.6 °C,6.67 GW,9.54 GW,142 MW,17.4 km/h,24.5 EGP,1.18,$85.90 
11/22/2022 12:45,0%,754 W/m²,32 %H,0 mm,2.53 GW,1014 hPa,26.6 °C,6.58 GW,9.24 GW,139 MW,17.3 km/h,24.5 EGP,1.18,$88.10 
11/22/2022 13:00,0%,749 W/m²,32 %H,0 mm,2.52 GW,1013 hPa,26.5 °C,5.94 GW,8.61 GW,154 MW,17.8 km/h,24.5 EGP,1.18,$87.50 
11/22/2022 13:15,1%,619 W/m²,33 %H,0 mm,2.09 GW,1013 hPa,26.1 °C,7.16 GW,9.40 GW,157 MW,17.9 km/h,24.5 EGP,1.18,$87.30 
11/22/2022 13:30,1%,654 W/m²,33 %H,0 mm,2.20 GW,1013 hPa,26.4 °C,6.44 GW,8.80 GW,160 MW,18 km/h,24.5 EGP,1.18,$87.10 
11/22/2022 13:45,1%,745 W/m²,33 %H,0 mm,2.51 GW,1013 hPa,26 °C,6.29 GW,8.97 GW,160 MW,18 km/h,24.5 EGP,1.18,$86.00 
11/22/2022 14:00,1%,594 W/m²,33 %H,0 mm,2.00 GW,1013 hPa,26 °C,7.81 GW,9.98 GW,160 MW,18 km/h,24.5 EGP,1.18,$86.00 
11/22/2022 14:15,1%,550 W/m²,36 %H,0 mm,1.87 GW,1014 hPa,24.8 °C,7.59 GW,9.62 GW,156 MW,18.7 km/h,24.5 EGP,1.19,$87.30 
11/22/2022 14:30,1%,450 W/m²,34 %H,0 mm,1.52 GW,1014 hPa,26 °C,7.63 GW,9.29 GW,143 MW,18.4 km/h,24.5 EGP,1.18,$87.50 
11/22/2022 14:45,1%,318 W/m²,36 %H,0 mm,1.08 GW,1014 hPa,25.5 °C,8.45 GW,9.66 GW,132 MW,18.1 km/h,24.5 EGP,1.18,$87.60 
11/22/2022 15:00,0%,219 W/m²,36 %H,0 mm,746 MW,1014 hPa,24.5 °C,8.19 GW,9.10 GW,160 MW,18.8 km/h,24.5 EGP,1.19,$87.40 
11/22/2022 15:15,0%,5 W/m²,40 %H,0 mm,17.1 MW,1014 hPa,23.7 °C,8.85 GW,9.09 GW,218 MW,20.3 km/h,24.5 EGP,1.19,$86.70 
11/22/2022 15:30,0%,77 W/m²,38 %H,0 mm,264 MW,1014 hPa,23.1 °C,8.68 GW,9.16 GW,219 MW,20.3 km/h,24.5 EGP,1.19,$87.70 
11/22/2022 15:45,0%,41 W/m²,39 %H,0 mm,140 MW,1014 hPa,24.2 °C,8.40 GW,8.74 GW,195 MW,19.7 km/h,24.5 EGP,1.19,$87.00 
11/22/2022 16:00,0%,0 W/m²,40 %H,0 mm,0 MW,1014 hPa,23 °C,9.13 GW,9.35 GW,223 MW,20.4 km/h,24.5 EGP,1.19,$88.30 
11/22/2022 16:15,0%,0 W/m²,43 %H,0 mm,0 MW,1015 hPa,22.5 °C,9.30 GW,9.55 GW,246 MW,21 km/h,24.5 EGP,1.2,$86.40 
11/22/2022 16:30,0%,0 W/m²,42 %H,0 mm,0 MW,1014 hPa,21.9 °C,9.57 GW,9.76 GW,190 MW,21.7 km/h,24.5 EGP,1.2,$87.60 
11/22/2022 16:45,0%,0 W/m²,41 %H,0 mm,0 MW,1015 hPa,22.6 °C,8.49 GW,8.70 GW,202 MW,21.9 km/h,24.5 EGP,1.2,$86.80 
11/22/2022 17:00,0%,0 W/m²,44 %H,0 mm,0 MW,1015 hPa,21.8 °C,9.29 GW,9.56 GW,272 MW,23 km/h,24.5 EGP,1.2,$86.90 
11/22/2022 17:15,1%,0 W/m²,45 %H,0 mm,0 MW,1015 hPa,20.9 °C,9.22 GW,9.55 GW,330 MW,23.9 km/h,24.5 EGP,1.2,$86.80 
11/22/2022 17:30,1%,0 W/m²,50 %H,0 mm,0 MW,1015 hPa,21.3 °C,8.64 GW,8.94 GW,291 MW,23.3 km/h,24.5 EGP,1.2,$86.80 
